"","1","2","3","4","5","6","7","8","9"
"Bias",-9.41723730517848,-2.6190522875817,-15.1242672197084,11.7465042201807,4.10109988776656,-0.175901805455724,-3.6920610700189,4.00841628959276,9.62758840288253
"MSE",306.105457072496,1177.61297071639,1290.69520182355,816.16548171044,853.154881830697,816.176530659021,333.319722579022,164.032206808791,1383.08212904742
